source_id,target_id,edge_type,notes
b1000:776,question:practice-but-not-proven,addresses,"Knowledge-system, Sanskrit, science, or practice text relevant to what Hindus know through tradition and use"
b1000:776,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:776,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:776,project:hindu-frameworks-of-education,supports_project,"Knowledge-system, Sanskrit, science, or education source for Hindu frameworks of education"
b1000:776,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:777,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:777,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:777,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:777,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:778,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:778,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:778,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:779,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:779,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:779,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:780,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:780,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:780,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:781,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:781,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:781,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:782,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:782,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:782,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:782,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:783,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:783,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:783,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:783,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:784,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:784,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:784,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:785,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:785,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:785,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:786,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:786,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:786,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:786,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:787,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:787,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:787,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:788,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:788,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:788,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:789,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:789,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:789,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:789,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:790,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:790,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:790,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:791,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:791,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:791,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:792,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:792,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:792,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:793,question:practice-but-not-proven,addresses,"Knowledge-system, Sanskrit, science, or practice text relevant to what Hindus know through tradition and use"
b1000:793,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:793,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:793,project:hindu-frameworks-of-education,supports_project,"Knowledge-system, Sanskrit, science, or education source for Hindu frameworks of education"
b1000:793,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:794,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:794,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:794,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:795,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:795,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:795,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:796,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:796,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:796,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:797,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:797,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:797,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:798,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:798,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:798,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:799,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:799,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:799,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:799,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:800,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:800,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:800,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:800,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:801,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:801,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:801,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:801,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:802,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:802,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:802,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:802,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:803,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:803,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:803,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:803,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:804,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:804,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:804,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:804,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:805,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:805,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:805,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:805,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:805,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:806,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:806,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:806,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:807,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:807,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:807,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:808,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:808,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:808,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:808,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:809,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:809,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:809,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:809,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:810,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:810,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:810,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:810,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:811,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:811,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:811,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:811,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:812,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:812,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:812,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:812,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:813,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:813,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:813,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:814,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:814,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:814,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:814,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:815,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:815,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:815,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:815,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:816,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:816,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:816,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:817,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:817,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:817,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:817,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:818,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:818,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:818,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:818,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:819,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:819,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:819,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:820,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:820,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:820,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:821,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:821,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:821,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:822,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:822,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:822,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:823,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:823,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:823,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:824,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:824,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:824,question:new-indian-republic,addresses,"Dharmashastra, polity, law, or statecraft material for the republic question"
b1000:824,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:825,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:825,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:825,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:825,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:825,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:826,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:826,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:826,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:827,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:827,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:827,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:827,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:828,question:practice-but-not-proven,addresses,"Knowledge-system, Sanskrit, science, or practice text relevant to what Hindus know through tradition and use"
b1000:828,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:828,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:828,project:hindu-frameworks-of-education,supports_project,"Knowledge-system, Sanskrit, science, or education source for Hindu frameworks of education"
b1000:828,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:829,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:829,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:829,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:830,question:practice-but-not-proven,addresses,"Knowledge-system, Sanskrit, science, or practice text relevant to what Hindus know through tradition and use"
b1000:830,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:830,question:what-will-destroy,addresses,"Adversarial, colonial, missionary, or civilizational-threat material for the destruction-risk question"
b1000:830,project:hindu-frameworks-of-education,supports_project,"Knowledge-system, Sanskrit, science, or education source for Hindu frameworks of education"
b1000:830,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:831,question:practice-but-not-proven,addresses,"Knowledge-system, Sanskrit, science, or practice text relevant to what Hindus know through tradition and use"
b1000:831,project:hindu-frameworks-of-education,supports_project,"Knowledge-system, Sanskrit, science, or education source for Hindu frameworks of education"
b1000:831,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:832,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:832,question:will-save-sanatana-dharma,addresses,"Dharma, tradition, education, or recovery material for what saves Sanatana Dharma"
b1000:832,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:833,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:833,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:833,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:834,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:834,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:835,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:836,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:837,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:837,question:will-save-sanatana-dharma,addresses,"Dharma, tradition, education, or recovery material for what saves Sanatana Dharma"
b1000:837,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:838,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:839,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:840,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:840,question:hindu-institution-generate,addresses,"Institutional, polity, temple, education, or social-organization material"
b1000:840,question:will-save-sanatana-dharma,addresses,"Dharma, tradition, education, or recovery material for what saves Sanatana Dharma"
b1000:840,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:840,project:structure-of-hindu-charity,supports_project,"Dharma, polity, civil society, institution, or charity material"
b1000:841,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:841,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:842,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:842,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:843,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:845,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:846,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:846,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:846,question:will-save-sanatana-dharma,addresses,"Dharma, tradition, education, or recovery material for what saves Sanatana Dharma"
b1000:846,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:846,project:structure-of-hindu-charity,supports_project,"Dharma, polity, civil society, institution, or charity material"
b1000:847,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:847,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:848,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:848,question:will-save-sanatana-dharma,addresses,"Dharma, tradition, education, or recovery material for what saves Sanatana Dharma"
b1000:848,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:849,question:new-indian-republic,addresses,"Dharmashastra, polity, law, or statecraft material for the republic question"
b1000:849,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:849,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:850,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:850,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:850,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:850,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:851,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:851,question:will-save-sanatana-dharma,addresses,"Dharma, tradition, education, or recovery material for what saves Sanatana Dharma"
b1000:851,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:852,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:852,question:hindu-institution-generate,addresses,"Institutional, polity, temple, education, or social-organization material"
b1000:852,question:will-save-sanatana-dharma,addresses,"Dharma, tradition, education, or recovery material for what saves Sanatana Dharma"
b1000:852,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:852,project:hindu-models-of-temple-management,supports_project,"Temple, tirtha, sacred-geography, or kshetra material for temple-management models"
b1000:853,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:854,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:854,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:855,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:855,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:856,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:856,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:857,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:857,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:858,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:858,project:artist-in-art,supports_project,"Art, aesthetics, performance, or symbolic-form source for the Artist in Art project"
b1000:859,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
