id,title,id-slug,author,description,reading-path,section,subsection,link,preree,slug,domain,core-of-sanatana-dharma,being-indian,what-will-destroy,hindu-institution-generate,will-save-sanatana-dharma,modernity-and-hindu-values,hindu-unity-and-diversity,new-indian-republic,hindu-renaissance,practice-but-not-proven,hindu-frameworks-of-education,hindu-models-of-temple-management,interchanging-dynamics-of-hindu-family,structure-of-hindu-charity,temples-of-madhya-pradesh,battle-for-dharma-north-east,impact-of-conversion-kekadia,year-in-hajong-village,artist-in-art,hindu-response-to-enlightenment,hindu-school-of-history
897,Kathak,897-kathak,Sunil Kothari,Sunil Kothari's scholarly study of Kathak - accessible Indian-authored academic introduction to the North Indian classical dance form.,,"Music, Dance, and Performing Arts",,In Copyright,kathak,kathak,arts-and-aesthetics,TRUE,TRUE,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,
898,Indian Classical Dance,898-indian-classical-dance,Kapila Vatsyayan,Kapila Vatsyayan's classical scholarly study of Indian classical dance - definitive Indian-authored academic survey of all major forms.,,"Music, Dance, and Performing Arts",,https://archive.org/details/IndianClassicalDanceKapilaVatsyayan,indian classical dance,indian-classical-dance,arts-and-aesthetics,TRUE,TRUE,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,
899,Classical Indian Dance in Literature and the Arts,899-classical-indian-dance-in-literature-and-the-arts,Kapila Vatsyayan,Vatsyayan's scholarly study of dance in Indian literature and visual arts - accessible Indian-authored academic comparative work.,,"Music, Dance, and Performing Arts",,https://archive.org/search?query=%22Classical%20Indian%20Dance%20in%20Literature%20and%20the%20Arts%22%20Kapila%20Vatsyayan,classical indian dance in literature and the arts,classical-indian-dance-in-literature-and-the-arts,arts-and-aesthetics,TRUE,TRUE,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,
900,Bharata: The Natya-Sastra,900-bharata-the-natya-sastra,Kapila Vatsyayan,Vatsyayan's scholarly study of Bharata's Natyashastra - accessible Indian-authored academic introduction to the dramatic treatise.,,"Music, Dance, and Performing Arts",,https://archive.org/search?query=%22Bharata%22%20Kapila%20Vatsyayan,bharata: the natya-sastra,bharata-the-natya-sastra,arts-and-aesthetics,TRUE,TRUE,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,
901,The Square and the Circle of the Indian Arts,901-the-square-and-the-circle-of-the-indian-arts,Kapila Vatsyayan,"Vatsyayan's scholarly study of geometric symbolism in Indian arts - academic work on mandala, yantra, and aesthetic geometry.",,"Music, Dance, and Performing Arts",,https://archive.org/search?query=%22The%20Square%20and%20the%20Circle%20of%20the%20Indian%20Arts%22%20Kapila%20Vatsyayan,the square and the circle of the indian arts,the-square-and-the-circle-of-the-indian-arts,arts-and-aesthetics,TRUE,TRUE,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,
902,Traditions of Indian Folk Dance,902-traditions-of-indian-folk-dance,Kapila Vatsyayan,Vatsyayan's scholarly study of Indian folk dance traditions - accessible Indian-authored academic introduction to regional non-classical forms.,,"Music, Dance, and Performing Arts",,https://archive.org/search?query=%22Traditions%20of%20Indian%20Folk%20Dance%22%20Kapila%20Vatsyayan,traditions of indian folk dance,traditions-of-indian-folk-dance,arts-and-aesthetics,TRUE,TRUE,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,
903,Dance in Indian Painting,903-dance-in-indian-painting,Kapila Vatsyayan,Vatsyayan's scholarly study of dance representation in Indian painting - academic work on visual arts and performance traditions.,,"Music, Dance, and Performing Arts",,https://archive.org/search?query=%22Dance%20in%20Indian%20Painting%22%20Kapila%20Vatsyayan,dance in indian painting,dance-in-indian-painting,arts-and-aesthetics,TRUE,TRUE,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,
904,Dance Dialects of India,904-dance-dialects-of-india,Ragini Devi,Ragini Devi's classical scholarly study of Indian dance dialects - pioneering older Indian-authored academic treatment of regional forms.,,"Music, Dance, and Performing Arts",,In Copyright,dance dialects of india,dance-dialects-of-india,arts-and-aesthetics,TRUE,TRUE,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,
905,Music in India,905-music-in-india,Bonnie C. Wade,Bonnie Wade's scholarly survey of music in India - accessible Western academic introduction widely used in ethnomusicology courses.,,"Music, Dance, and Performing Arts",,In Copyright,music in india,music-in-india,arts-and-aesthetics,TRUE,TRUE,,,,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,
906,The Lost World of Hindustani Music,906-the-lost-world-of-hindustani-music,Kumar Prasad Mukherji,Kumar Prasad Mukherji's elegant memoir on the lost world of Hindustani music - Indian intellectual reflection on classical music history.,,"Music, Dance, and Performing Arts",,In Copyright,the lost world of hindustani music,the-lost-world-of-hindustani-music,arts-and-aesthetics,TRUE,TRUE,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,
907,The Life of Music in North India,907-the-life-of-music-in-north-india,Daniel M. Neuman,Daniel Neuman's classical scholarly ethnography of Hindustani musicians - definitive Western academic work on North Indian musical life.,,"Music, Dance, and Performing Arts",,In Copyright,the life of music in north india,the-life-of-music-in-north-india,arts-and-aesthetics,TRUE,TRUE,,,,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,
908,Hindustani Music,908-hindustani-music,Ashok Da. Ranade,Ashok Da. Ranade's scholarly study of Hindustani music traditions - Indian-authored academic introduction to North Indian classical music.,,"Music, Dance, and Performing Arts",,In Copyright,hindustani music,hindustani-music,arts-and-aesthetics,TRUE,TRUE,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,
909,The Crest of the Peacock,909-the-crest-of-the-peacock,George Gheverghese Joseph,George Joseph's bestselling scholarly study of non-European mathematics - landmark account of Indian mathematics in world history.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,In Copyright,the crest of the peacock,the-crest-of-the-peacock,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
910,Ganita-yukti-bhasa of Jyesthadeva,910-ganita-yukti-bhasa-of-jyesthadeva,"K. V. Sarma, K. Ramasubramanian (3 vols)",Sarma and Ramasubramanian's three-volume scholarly translation of Jyesthadeva's Ganita-yukti-bhasa - Kerala school mathematical treatise.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,In Copyright,ganita-yukti-bhasa of jyesthadeva,ganita-yukti-bhasa-of-jyesthadeva,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
911,The Mathematics of India,911-the-mathematics-of-india,P. P. Divakaran,P. P. Divakaran's accessible scholarly survey of Indian mathematics - Indian-authored academic introduction to the rich mathematical tradition.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,In Copyright,the mathematics of india,the-mathematics-of-india,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
912,Mathematics in India,912-mathematics-in-india,Kim Plofker,"Kim Plofker's scholarly definitive history of mathematics in India - Princeton academic work on the field, current standard reference.",,"Hindu Science, Mathematics, Medicine, and Cosmology",,In Copyright,mathematics in india,mathematics-in-india,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
913,Geometry in Ancient and Medieval India,913-geometry-in-ancient-and-medieval-india,T. A. Saraswati Amma,T. A. Saraswati Amma's classical Indian-authored scholarly study of Indian geometry - academic work on geometric traditions across periods.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,In Copyright,geometry in ancient and medieval india,geometry-in-ancient-and-medieval-india,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
914,Hindu Astronomy,914-hindu-astronomy,W. Brennand,W. Brennand's classical 1896 scholarly study of Hindu astronomy - historic Western Indological work on Indian astronomical tradition.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,https://archive.org/details/in.ernet.dli.2015.157918,hindu astronomy,hindu-astronomy,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
915,The Aryabhatiya of Aryabhata,915-the-aryabhatiya-of-aryabhata,Walter Eugene Clark,Walter Eugene Clark's classical 1930 Aryabhatiya translation - foundational Western academic translation of Aryabhata's mathematical treatise.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,https://archive.org/details/The_Aryabhatiya_of_Aryabhata_Clark_1930,the aryabhatiya of aryabhata,the-aryabhatiya-of-aryabhata,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
916,Aryabhatiya of Aryabhata,916-aryabhatiya-of-aryabhata,Kripa Shankar Shukla & K. V. Sarma,Shukla and K. V. Sarma's scholarly Aryabhatiya translation - definitive modern Indian academic edition of the foundational mathematical text.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,https://archive.org/search?query=%22Aryabhatiya%20of%20Aryabhata%22%20Kripa%20Shankar%20Shukla%20%26%20K.%20V.%20Sarma,aryabhatiya of aryabhata,aryabhatiya-of-aryabhata,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
917,Brahmasphutasiddhanta of Brahmagupta,917-brahmasphutasiddhanta-of-brahmagupta,Various editions (Sudhakara Dvivedi),Sudhakara Dvivedi's classical Indian-authored Brahmasphutasiddhanta editions - scholarly work on Brahmagupta's mathematical-astronomical treatise.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,https://archive.org/search?query=%22Brahmasphutasiddhanta%20of%20Brahmagupta%22%20Various%20editions,brahmasphutasiddhanta of brahmagupta,brahmasphutasiddhanta-of-brahmagupta,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
918,Lilavati of Bhaskara II,918-lilavati-of-bhaskara-ii,"K. S. Patwardhan, S. A. Naimpally, S. L. Singh","Patwardhan, Naimpally, and Singh's scholarly Lilavati translation - Indian academic edition of Bhaskara II's foundational arithmetic treatise.",,"Hindu Science, Mathematics, Medicine, and Cosmology",,https://archive.org/search?query=%22Lilavati%20of%20Bhaskara%20II%22%20K.%20S.%20Patwardhan,lilavati of bhaskara ii,lilavati-of-bhaskara-ii,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
919,Bijaganita of Bhaskara II,919-bijaganita-of-bhaskara-ii,H. T. Colebrooke,H. T. Colebrooke's classical 1817 Bijaganita translation - foundational early Western academic edition of Bhaskara II's algebra treatise.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,https://archive.org/search?query=%22Bijaganita%20of%20Bhaskara%20II%22%20H.%20T.%20Colebrooke,bijaganita of bhaskara ii,bijaganita-of-bhaskara-ii,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
920,Surya Siddhanta,920-surya-siddhanta,Bapu Deva Sastri (and Lancelot Wilkinson),Bapu Deva Sastri and Wilkinson's classical 1860 Surya Siddhanta translation - foundational Western academic edition of Hindu astronomical treatise.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,https://archive.org/details/SuryaSiddhantaBapuDevaSastri,surya siddhanta,surya-siddhanta,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
921,Indian Astronomy,921-indian-astronomy,S. N. Sen & K. S. Shukla (eds.),S. N. Sen and K. S. Shukla's edited scholarly volume on Indian astronomy - academic essays on Hindu astronomical tradition.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,In Copyright,indian astronomy,indian-astronomy,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
922,Pancasiddhantika of Varahamihira,922-pancasiddhantika-of-varahamihira,G. Thibaut & Sudhakara Dvivedi,Thibaut and Dvivedi's classical scholarly Pancasiddhantika edition - academic work on Varahamihira's astronomical compendium.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,https://archive.org/search?query=%22Pancasiddhantika%20of%20Varahamihira%22%20G.%20Thibaut%20%26%20Sudhakara%20Dvivedi,pancasiddhantika of varahamihira,pancasiddhantika-of-varahamihira,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
923,Brihat Samhita of Varahamihira,923-brihat-samhita-of-varahamihira,M. Ramakrishna Bhat (2 vols),Ramakrishna Bhat's two-volume scholarly Brihat Samhita translation - academic edition of Varahamihira's encyclopedic astrological treatise.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,https://archive.org/details/in.ernet.dli.2015.131858,brihat samhita of varahamihira,brihat-samhita-of-varahamihira,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
924,Astrology in Vedic Tradition,924-astrology-in-vedic-tradition,David Frawley (Astrology of the Seers),David Frawley's accessible practitioner-scholar Vedic astrology introduction - popular American Hindu reference on jyotisha tradition.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,In Copyright,astrology in vedic tradition,astrology-in-vedic-tradition,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
925,Light on Life,925-light-on-life,Hart de Fouw & Robert Svoboda,Hart de Fouw and Robert Svoboda's accessible introduction to Vedic astrology - popular Western practitioner-scholar work on jyotisha.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,In Copyright,light on life,light-on-life,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
926,The Greatness of Saturn,926-the-greatness-of-saturn,Robert Svoboda,Robert Svoboda's accessible scholarly study of Saturn in Vedic astrology - popular practitioner-scholar work on Shani's role in jyotisha.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,In Copyright,the greatness of saturn,the-greatness-of-saturn,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
927,Charaka Samhita,927-charaka-samhita,P. V. Sharma (4 vols),P. V. Sharma's classical four-volume Charaka Samhita translation - definitive academic edition of foundational Ayurvedic medical treatise.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,https://archive.org/details/CarakaSamhitaNewEnglishTranslation_201802,charaka samhita,charaka-samhita,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
928,Sushruta Samhita,928-sushruta-samhita,Kaviraj Kunja Lal Bhishagratna (3 vols),Bhishagratna's classical three-volume Sushruta Samhita translation - definitive academic edition of foundational Ayurvedic surgical treatise.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,https://archive.org/details/EnglishTranslationOfSusrutaSamhitaByKavirajKunjaLalBhishagratna,sushruta samhita,sushruta-samhita,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
929,Ashtanga Hridayam of Vagbhata,929-ashtanga-hridayam-of-vagbhata,K. R. Srikantha Murthy (3 vols),Srikantha Murthy's three-volume scholarly Ashtanga Hridayam translation - academic edition of Vagbhata's foundational Ayurvedic compendium.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,https://archive.org/search?query=%22Ashtanga%20Hridayam%20of%20Vagbhata%22%20K.%20R.%20Srikantha%20Murthy,ashtanga hridayam of vagbhata,ashtanga-hridayam-of-vagbhata,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
930,The Roots of Ayurveda,930-the-roots-of-ayurveda,Dominik Wujastyk,Dominik Wujastyk's accessible scholarly survey of Ayurveda's textual roots - academic introduction with translations from key Sanskrit sources.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,In Copyright,the roots of ayurveda,the-roots-of-ayurveda,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
931,A History of Indian Medical Literature,931-a-history-of-indian-medical-literature,G. Jan Meulenbeld (5 vols),Jan Meulenbeld's monumental five-volume scholarly history of Indian medical literature - definitive academic reference on Ayurveda's textual tradition.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,In Copyright,a history of indian medical literature,a-history-of-indian-medical-literature,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
932,The Science of Self-Healing,932-the-science-of-self-healing,Vasant Lad,Vasant Lad's accessible practitioner introduction to Ayurveda - popular American-Indian author's foundational Ayurvedic primer.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,In Copyright,the science of self-healing,the-science-of-self-healing,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
933,Ayurveda: The Science of Self-Healing,933-ayurveda-the-science-of-self-healing,Vasant Lad,Lad's accessible practitioner introduction to Ayurvedic self-healing - popular practical introduction to Ayurvedic principles for general readers.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,In Copyright,ayurveda: the science of self-healing,ayurveda-the-science-of-self-healing,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
934,Prakriti: Your Ayurvedic Constitution,934-prakriti-your-ayurvedic-constitution,Robert Svoboda,Robert Svoboda's accessible scholarly introduction to Ayurvedic constitutional types - popular American practitioner-scholar work on prakriti.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,In Copyright,prakriti: your ayurvedic constitution,prakriti-your-ayurvedic-constitution,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
935,Ayurveda: A Life of Balance,935-ayurveda-a-life-of-balance,Maya Tiwari,Maya Tiwari's accessible practitioner's guide to Ayurvedic life - popular practical introduction to Ayurvedic balance for general readers.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,In Copyright,ayurveda: a life of balance,ayurveda-a-life-of-balance,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
936,Indian Alchemy or Rasayana,936-indian-alchemy-or-rasayana,S. Mahdihassan,S. Mahdihassan's scholarly study of Indian alchemy and Rasayana - Indian-authored academic work on Hindu mineral-medical alchemical tradition.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,In Copyright,indian alchemy or rasayana,indian-alchemy-or-rasayana,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
937,Alchemical Body,937-alchemical-body,David Gordon White (already listed),"David White's scholarly study of medieval Hatha Yoga and Siddha alchemy - kundalini, rasa, and tantric body practices.",,"Hindu Science, Mathematics, Medicine, and Cosmology",,In Copyright,alchemical body,alchemical-body,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,
938,Indian Astronomy: An Introduction,938-indian-astronomy-an-introduction,S. Balachandra Rao,S. Balachandra Rao's accessible Indian-authored scholarly introduction to Indian astronomy - popular academic primer for general readers.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,In Copyright,indian astronomy: an introduction,indian-astronomy-an-introduction,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
939,Indian Mathematics,939-indian-mathematics,S. Balachandra Rao,S. Balachandra Rao's accessible Indian-authored scholarly introduction to Indian mathematics - popular academic primer for general readers.,,"Hindu Science, Mathematics, Medicine, and Cosmology",,In Copyright,indian mathematics,indian-mathematics,indian-knowledge-systems-and-education,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,
940,The Arthashastra of Kautilya,940-the-arthashastra-of-kautilya,"Patrick Olivelle (King, Governance, and Law in Ancient India)",Patrick Olivelle's accessible scholarly Arthashastra translation - current academic standard for Kautilya's foundational political treatise.,,"Statecraft, Economics, and Polity",,https://archive.org/search?query=%22The%20Arthashastra%20of%20Kautilya%22%20Patrick%20Olivelle,the arthashastra of kautilya,the-arthashastra-of-kautilya,dharmashastras-and-polity,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,TRUE
941,Kautilya's Arthashastra,941-kautilyas-arthashastra,R. P. Kangle (3 vols),"R. P. Kangle's classical three-volume Arthashastra edition - definitive Indian academic work with Sanskrit text, translation, and study.",,"Statecraft, Economics, and Polity",,https://archive.org/search?query=%22Kautilya%27s%20Arthashastra%22%20R.%20P.%20Kangle,kautilya's arthashastra,kautilyas-arthashastra,dharmashastras-and-polity,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,TRUE
942,The Arthashastra,942-the-arthashastra,L. N. Rangarajan,L. N. Rangarajan's accessible Penguin Arthashastra - popular thematic English version with extensive editorial introduction and notes.,,"Statecraft, Economics, and Polity",,https://archive.org/search?query=%22The%20Arthashastra%22%20L.%20N.%20Rangarajan,the arthashastra,the-arthashastra,dharmashastras-and-polity,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,TRUE
943,Kautilya: The True Founder of Economics,943-kautilya-the-true-founder-of-economics,Balbir Sihag,Balbir Sihag's scholarly study of Kautilya as economic founder - Indian-authored academic case for Arthashastra's economic insight.,,"Statecraft, Economics, and Polity",,https://archive.org/search?query=%22Kautilya%22%20Balbir%20Sihag,kautilya: the true founder of economics,kautilya-the-true-founder-of-economics,dharmashastras-and-polity,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,TRUE
944,The Indian Polity,944-the-indian-polity,A. S. Altekar,Altekar's classical scholarly study of Indian polity - Indian-authored academic work on ancient political institutions and theory.,,"Statecraft, Economics, and Polity",,https://archive.org/search?query=%22The%20Indian%20Polity%22%20A.%20S.%20Altekar,the indian polity,the-indian-polity,dharmashastras-and-polity,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,TRUE
945,Studies in the Political and Administrative Systems in Ancient and Medieval India,945-studies-in-the-political-and-administrative-systems-in-ancient-and-medieval-india,Pratima Asthana,Pratima Asthana's scholarly studies of Indian political-administrative systems - academic essays on ancient and medieval Indian governance.,,"Statecraft, Economics, and Polity",,In Copyright,studies in the political and administrative systems in ancient and medieval india,studies-in-the-political-and-administrative-systems-in-ancient-and-medieval-india,dharmashastras-and-polity,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,TRUE
946,Hindu Polity,946-hindu-polity,K. P. Jayaswal (already listed),K. P. Jayaswal's classical 1924 Hindu Polity - foundational Indian-authored academic study of ancient Hindu political institutions.,,"Statecraft, Economics, and Polity",,https://archive.org/details/hindu-polity-by-k-p-jayaswal-india,hindu polity,hindu-polity,dharmashastras-and-polity,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,TRUE
947,The Niti-vakyamrta of Somadeva,947-the-niti-vakyamrta-of-somadeva,N. C. Mehta (selections),N. C. Mehta's translation selections from Somadeva's Niti-vakyamrta - classical Sanskrit treatise on political ethics and statecraft.,,"Statecraft, Economics, and Polity",,https://archive.org/search?query=%22The%20Niti-vakyamrta%20of%20Somadeva%22%20N.%20C.%20Mehta,the niti-vakyamrta of somadeva,the-niti-vakyamrta-of-somadeva,dharmashastras-and-polity,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,TRUE
948,Sukraniti,948-sukraniti,B. K. Sarkar (Sacred Books of the Hindus),B. K. Sarkar's classical Sukraniti translation - Sacred Books of the Hindus edition of late Hindu treatise on polity and statecraft.,,"Statecraft, Economics, and Polity",,https://archive.org/search?query=%22Sukraniti%22%20B.%20K.%20Sarkar,sukraniti,sukraniti,dharmashastras-and-polity,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,TRUE
949,Indian Economic Tradition,949-indian-economic-tradition,V. M. Dandekar (in collected essays),V. M. Dandekar's collected essays on Indian economic tradition - scholarly Indian academic perspective on economic thought across history.,,"Statecraft, Economics, and Polity",,In Copyright,indian economic tradition,indian-economic-tradition,dharmashastras-and-polity,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,TRUE
950,Hindu Economics,950-hindu-economics,M. G. Bokare,M. G. Bokare's controversial Indian-authored study - civilizational economics arguing for Hindu free-market traditions in Hindu economics.,,"Statecraft, Economics, and Polity",,In Copyright,hindu economics,hindu-economics,dharmashastras-and-polity,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,TRUE
951,Markets and Manufacture in Early Modern India,951-markets-and-manufacture-in-early-modern-india,Tirthankar Roy (counterpoint),Tirthankar Roy's accessible mainstream scholarly study of premodern Indian commerce - counterpoint to Hindu economics narratives.,,"Statecraft, Economics, and Polity",,In Copyright,markets and manufacture in early modern india,markets-and-manufacture-in-early-modern-india,dharmashastras-and-polity,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,TRUE
952,The Economic History of India,952-the-economic-history-of-india,Romesh Chunder Dutt (2 vols),Romesh Chunder Dutt's classical 1902 two-volume Economic History - foundational Indian-authored nationalist economic critique of British rule.,,"Statecraft, Economics, and Polity",,https://archive.org/details/economichistoryo01dutt,the economic history of india,the-economic-history-of-india,dharmashastras-and-polity,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,TRUE
953,Ancient Indian Economic Thought,953-ancient-indian-economic-thought,Ratan Lal Basu,Ratan Lal Basu's scholarly study of ancient Indian economic thought - Indian-authored academic work on premodern economic theory.,,"Statecraft, Economics, and Polity",,In Copyright,ancient indian economic thought,ancient-indian-economic-thought,dharmashastras-and-polity,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,TRUE
954,Economic Conditions in Ancient India,954-economic-conditions-in-ancient-india,Sharma Sharma (multiple),Sharma's collected scholarly studies of ancient Indian economic conditions - academic Indian-authored work on premodern economic history.,,"Statecraft, Economics, and Polity",,In Copyright,economic conditions in ancient india,economic-conditions-in-ancient-india,dharmashastras-and-polity,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,TRUE
955,Money and Credit in Indian History,955-money-and-credit-in-indian-history,Amiya Kumar Bagchi (ed.),Amiya Bagchi's edited scholarly volume on money and credit in Indian history - academic essays on financial systems across Indian periods.,,"Statecraft, Economics, and Polity",,In Copyright,money and credit in indian history,money-and-credit-in-indian-history,language-and-sanskrit,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,TRUE
956,A Sanskrit-English Dictionary,956-a-sanskrit-english-dictionary,Monier Monier-Williams,"Monier-Williams's monumental 1899 Sanskrit-English Dictionary - foundational standard scholarly lexicon, indispensable for Sanskrit study.",,Sanskrit Reference and Study,,https://sanskrit-lexicon.uni-koeln.de/scans/MWScan/2020/web/webtc/indexcaller.php,a sanskrit-english dictionary,a-sanskrit-english-dictionary,language-and-sanskrit,,,,,,,,,,,,,,,,,,,,,
957,The Practical Sanskrit-English Dictionary,957-the-practical-sanskrit-english-dictionary,V. S. Apte,V. S. Apte's standard Sanskrit-English Dictionary - most-used practical scholarly Sanskrit reference for student and scholar alike.,,Sanskrit Reference and Study,,https://archive.org/details/Apte-DictionarySanskritEnglish,the practical sanskrit-english dictionary,the-practical-sanskrit-english-dictionary,language-and-sanskrit,,,,,,,,,,,,,,,,,,,,,
