node_id,title,author,type,source,domain_1,domain_2,lens
b1000:778,Snakes in the Ganga,Rajiv Malhotra & Vijaya Viswanathan,book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:779,The Imagined Religion,Rajiv Malhotra (in critical essays),book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:780,Sanjeev Sanyal,The Ocean of Churn,book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:781,Land of the Seven Rivers,Sanjeev Sanyal,book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:782,The Indian Renaissance,Sanjeev Sanyal,book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:783,The Incarnations of India,Sanjeev Sanyal,book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:784,Revolutionaries,Sanjeev Sanyal,book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:785,The Heathen in His Blindness,S. N. Balagangadhara,book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:786,Reconceptualizing India Studies,S. N. Balagangadhara,book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:787,Do All Roads Lead to Jerusalem?,S. N. Balagangadhara,book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:788,Western Foundations of the Caste System,"Martin Fárek, Dunkin Jalki, Sufiya Pathan, Prakash Shah (eds.)",book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:789,The Caste System in India,Jodi O'Brien (counterpoint),book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:790,Caste,Surinder Jodhka,book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:791,Western Indology and Its Quest for Power,Sandeep Balakrishna,book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:792,Invading the Sacred,"Krishnan Ramaswamy, Antonio de Nicolas, Aditi Banerjee (eds.)",book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:793,The Battle for Sanskrit (companion volume),Rajiv Malhotra,book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:794,Decolonizing the Mind,Ngugi wa Thiong'o (comparative reading),book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:795,Orientalism,Edward Said (foundational counter-context),book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:796,Eurocentrism,Samir Amin,book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:797,Empire of Reason,Pankaj Mishra (selections),book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:798,From the Ruins of Empire,Pankaj Mishra,book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:799,The Great Hindu Civilisation,Pavan Varma,book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:800,Becoming Indian,Pavan Varma,book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:801,The Greater India,R. C. Majumdar,book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:802,"Hindu Manners, Customs and Ceremonies","Abbé J. A. Dubois (period source, read critically)",book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:803,Svayambodha and Shatrubodha - Hindu View of Self and the World,Pankaj Saxena,book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:804,The Nay Science: A History of German Indology,"Vishwa Adluri, Joydeep Bagchee",book,bharata1000,indology-and-civilizational-critique,,shatrubodha
b1000:805,The Hindus: An Alternative History,Wendy Doniger,book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:806,The Camphor Flame,Christopher Fuller,book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:807,The Renewal of the Priesthood,Christopher Fuller,book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:808,Modern Hinduism,David Smith,book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:809,Hinduism and Modernity,David Smith,book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:810,An Introduction to Hinduism,Gavin Flood,book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:811,The Blackwell Companion to Hinduism,Gavin Flood (ed.),book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:812,The Truth Within: A History of Inwardness,Gavin Flood,book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:813,The Importance of Religion,Gavin Flood,book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:814,Religion in India,Robert Eric Frykenberg,book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:815,Hinduism in India,Will Sweetman & Aditya Malik (eds.),book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:816,The Construction of Religious Boundaries,Harjot Oberoi,book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:817,Imagining India,Ronald Inden,book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:818,Text and Tradition in South India,"Velcheru Narayana Rao, David Shulman, Sanjay Subrahmanyam",book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:819,Symbols of Substance,"Velcheru Narayana Rao, David Shulman, Sanjay Subrahmanyam",book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:820,Textures of Time,"Velcheru Narayana Rao, David Shulman, Sanjay Subrahmanyam",book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:821,The Cosmic Drama,Doris Srinivasan,book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:822,"Many Heads, Arms, and Eyes",Doris Srinivasan,book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:823,The Power of Tantra,Hugh Urban,book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:824,"Tantra: Sex, Secrecy, Politics, and Power",Hugh Urban,book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:825,Zen and the Art of Postmodern Philosophy,David Loy,book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:826,Religion and Power,Daud Ali (ed.),book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:827,Courtly Culture and Political Life in Early Medieval India,Daud Ali,book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:828,Forms of Knowledge in Early Modern Asia,Sheldon Pollock (ed.),book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:829,The Conquest of the World by 30 Letters,Sheldon Pollock (essay),book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:830,Sanskrit Knowledge Systems on the Eve of Colonialism,Sheldon Pollock (essay collection),book,bharata1000,indology-and-civilizational-critique,,purva-paksha
b1000:831,The Battle for Sanskrit,Rajiv Malhotra (full vol.),book,bharata1000,indology-and-civilizational-critique,,svayambodha
b1000:832,Hindutva: Who is a Hindu?,V. D. Savarkar,book,bharata1000,indology-and-civilizational-critique,,svayambodha
b1000:833,Six Glorious Epochs of Indian History,V. D. Savarkar,book,bharata1000,indology-and-civilizational-critique,,svayambodha
b1000:834,The Indian War of Independence 1857,V. D. Savarkar,book,bharata1000,indology-and-civilizational-critique,,svayambodha
b1000:835,"We, or Our Nationhood Defined",M. S. Golwalkar,book,bharata1000,indology-and-civilizational-critique,,svayambodha
b1000:836,Bunch of Thoughts,M. S. Golwalkar,book,bharata1000,indology-and-civilizational-critique,,svayambodha
b1000:837,Why I Am a Hindu,Shashi Tharoor,book,bharata1000,indology-and-civilizational-critique,,svayambodha
b1000:838,An Era of Darkness,Shashi Tharoor,book,bharata1000,indology-and-civilizational-critique,,svayambodha
b1000:839,Inglorious Empire,Shashi Tharoor,book,bharata1000,indology-and-civilizational-critique,,svayambodha
b1000:840,Hindu Society at Cross Roads,K. M. Munshi,book,bharata1000,indology-and-civilizational-critique,,svayambodha
b1000:841,The Saga of Indian Sculpture,K. M. Munshi,book,bharata1000,indology-and-civilizational-critique,,svayambodha
b1000:842,Bhagavad-gita,K. M. Munshi (introductions and lectures),book,bharata1000,indology-and-civilizational-critique,,svayambodha
b1000:843,Krishnavatara,K. M. Munshi (multi-vol historical novel),book,bharata1000,indology-and-civilizational-critique,,svayambodha
b1000:845,The Voice of God,Kanchi Mahaswami (compilation),book,bharata1000,indology-and-civilizational-critique,,svayambodha
b1000:846,Bharat Ek Khoj of the Sanatana Dharma,V. R. Devika,book,bharata1000,indology-and-civilizational-critique,,svayambodha
b1000:847,Eternal Bharat,Aurobindo (ed. compilation),book,bharata1000,indology-and-civilizational-critique,,svayambodha
b1000:848,The Hindu Civilization,N. S. Rajaram,book,bharata1000,indology-and-civilizational-critique,,svayambodha
b1000:849,The Politics of History,N. S. Rajaram,book,bharata1000,indology-and-civilizational-critique,,svayambodha
b1000:850,Sarasvati River and the Vedic Civilization,N. S. Rajaram,book,bharata1000,indology-and-civilizational-critique,,svayambodha
b1000:851,Elements of Hindu Iconography,T. A. Gopinatha Rao (4 vols),book,bharata1000,arts-and-aesthetics,,
b1000:852,The Hindu Temple,Stella Kramrisch (2 vols),book,bharata1000,arts-and-aesthetics,,
b1000:853,The Presence of Siva,Stella Kramrisch,book,bharata1000,arts-and-aesthetics,,
b1000:854,The Vishnudharmottara,Stella Kramrisch,book,bharata1000,arts-and-aesthetics,,
b1000:855,Manifestations of Shiva,Stella Kramrisch,book,bharata1000,arts-and-aesthetics,,
b1000:856,Indian Sculpture,Stella Kramrisch,book,bharata1000,arts-and-aesthetics,,
b1000:857,Exploring India's Sacred Art,Stella Kramrisch (ed. Barbara Stoler Miller),book,bharata1000,arts-and-aesthetics,,
b1000:858,Art and Architecture of India,Benjamin Rowland,book,bharata1000,arts-and-aesthetics,,
b1000:859,The Art of Indian Asia,Heinrich Zimmer (2 vols),book,bharata1000,arts-and-aesthetics,,
b1000:860,Myths and Symbols in Indian Art and Civilization,Heinrich Zimmer,book,bharata1000,arts-and-aesthetics,,
b1000:861,The King and the Corpse,Heinrich Zimmer,book,bharata1000,arts-and-aesthetics,,
b1000:862,Philosophies of India,Heinrich Zimmer,book,bharata1000,arts-and-aesthetics,,
b1000:863,Indian Art,Vidya Dehejia,book,bharata1000,arts-and-aesthetics,,
b1000:864,Indian Painting,Vidya Dehejia,book,bharata1000,arts-and-aesthetics,,
b1000:865,The Body Adorned,Vidya Dehejia,book,bharata1000,arts-and-aesthetics,,
b1000:866,The Sensuous and the Sacred,Vidya Dehejia,book,bharata1000,arts-and-aesthetics,,
b1000:867,Indian Temple Sculpture,John Guy,book,bharata1000,arts-and-aesthetics,,
b1000:868,Indian Architecture,Percy Brown (2 vols),book,bharata1000,arts-and-aesthetics,,
b1000:869,The Hindu Temple: An Introduction,George Michell,book,bharata1000,arts-and-aesthetics,,
b1000:870,Hindu Art,T. Richard Blurton,book,bharata1000,arts-and-aesthetics,,
b1000:871,Sacred Sculptures of Thailand,Hiram W. Woodward (Indian roots reading),book,bharata1000,arts-and-aesthetics,,
b1000:872,Mānasāra (Architectural Treatise),Prasanna Kumar Acharya,book,bharata1000,arts-and-aesthetics,,
b1000:873,Vastu Shastra,Vibhuti Chakrabarti,book,bharata1000,arts-and-aesthetics,,
b1000:874,The Architecture of the Indian Sultanates,Mehrdad Shokoohy,book,bharata1000,arts-and-aesthetics,,
b1000:875,Bharatas Natyashastra and Indian Theatre,V. Raghavan,book,bharata1000,arts-and-aesthetics,,
b1000:876,Indian Iconography,Niranjan Ghosh,book,bharata1000,arts-and-aesthetics,,
b1000:877,Hindu Iconography,Krishan Yuvraj (in art-history series),book,bharata1000,arts-and-aesthetics,,
b1000:878,Aesthetic Experience According to Abhinavagupta,Raniero Gnoli,book,bharata1000,arts-and-aesthetics,,
b1000:879,The Sculpture of India,Pratapaditya Pal,book,bharata1000,arts-and-aesthetics,,
b1000:880,The Iconography of Hindu Tantric Deities,Gudrun Bühnemann (2 vols),book,bharata1000,arts-and-aesthetics,,
b1000:881,The Hindu Pantheon,Edward Moor (period source),book,bharata1000,arts-and-aesthetics,,
b1000:882,Indian Aesthetics: An Introduction,V. S. Seturaman (ed.),book,bharata1000,arts-and-aesthetics,,
b1000:883,The Ragas of Northern Indian Music,Alain Daniélou,book,bharata1000,arts-and-aesthetics,,
b1000:884,The Ragas of South India,Walter Kaufmann,book,bharata1000,arts-and-aesthetics,,
b1000:885,Northern Indian Music,Alain Daniélou (2 vols),book,bharata1000,arts-and-aesthetics,,
b1000:886,The Music of India,Reginald Massey & Jamila Massey,book,bharata1000,arts-and-aesthetics,,
b1000:887,The Raga-Tala System of Northern Indian Music,Patrick Moutal,book,bharata1000,arts-and-aesthetics,,
b1000:888,Sangeet Ratnakara of Sarngadeva,R. K. Shringy & Prem Lata Sharma,book,bharata1000,arts-and-aesthetics,,
b1000:889,The Natya Shastra,Manomohan Ghosh (already listed; included for performance studies),book,bharata1000,arts-and-aesthetics,,
b1000:890,Nrityashastra,Bharatamuni (Adya Rangacharya trans.),book,bharata1000,arts-and-aesthetics,,
b1000:891,The Abhinaya Darpana of Nandikeshvara,Manomohan Ghosh,book,bharata1000,arts-and-aesthetics,,
b1000:892,Bharatanatyam,Sunil Kothari,book,bharata1000,arts-and-aesthetics,,
b1000:893,Kuchipudi,Sunil Kothari & Avinash Pasricha,book,bharata1000,arts-and-aesthetics,,
b1000:894,Odissi,Sunil Kothari,book,bharata1000,arts-and-aesthetics,,
b1000:895,Kathakali,Phillip Zarrilli,book,bharata1000,arts-and-aesthetics,,
b1000:896,The Kathakali Complex,Phillip Zarrilli,book,bharata1000,arts-and-aesthetics,,
b1000:897,Kathak,Sunil Kothari,book,bharata1000,arts-and-aesthetics,,
b1000:898,Indian Classical Dance,Kapila Vatsyayan,book,bharata1000,arts-and-aesthetics,,
b1000:899,Classical Indian Dance in Literature and the Arts,Kapila Vatsyayan,book,bharata1000,arts-and-aesthetics,,
b1000:900,Bharata: The Natya-Sastra,Kapila Vatsyayan,book,bharata1000,arts-and-aesthetics,,
b1000:901,The Square and the Circle of the Indian Arts,Kapila Vatsyayan,book,bharata1000,arts-and-aesthetics,,
b1000:902,Traditions of Indian Folk Dance,Kapila Vatsyayan,book,bharata1000,arts-and-aesthetics,,
b1000:903,Dance in Indian Painting,Kapila Vatsyayan,book,bharata1000,arts-and-aesthetics,,
b1000:904,Dance Dialects of India,Ragini Devi,book,bharata1000,arts-and-aesthetics,,
b1000:905,Music in India,Bonnie C. Wade,book,bharata1000,arts-and-aesthetics,,
b1000:906,The Lost World of Hindustani Music,Kumar Prasad Mukherji,book,bharata1000,arts-and-aesthetics,,
b1000:907,The Life of Music in North India,Daniel M. Neuman,book,bharata1000,arts-and-aesthetics,,
b1000:909,The Crest of the Peacock,George Gheverghese Joseph,book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:910,Ganita-yukti-bhasa of Jyesthadeva,"K. V. Sarma, K. Ramasubramanian (3 vols)",book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:911,The Mathematics of India,P. P. Divakaran,book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:912,Mathematics in India,Kim Plofker,book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:913,Geometry in Ancient and Medieval India,T. A. Saraswati Amma,book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:914,Hindu Astronomy,W. Brennand,book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:915,The Aryabhatiya of Aryabhata,Walter Eugene Clark,book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:916,Aryabhatiya of Aryabhata,Kripa Shankar Shukla & K. V. Sarma,book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:917,Brahmasphutasiddhanta of Brahmagupta,Various editions (Sudhakara Dvivedi),book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:918,Lilavati of Bhaskara II,"K. S. Patwardhan, S. A. Naimpally, S. L. Singh",book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:919,Bijaganita of Bhaskara II,H. T. Colebrooke,book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:920,Surya Siddhanta,Bapu Deva Sastri (and Lancelot Wilkinson),book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:921,Indian Astronomy,S. N. Sen & K. S. Shukla (eds.),book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:922,Pancasiddhantika of Varahamihira,G. Thibaut & Sudhakara Dvivedi,book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:923,Brihat Samhita of Varahamihira,M. Ramakrishna Bhat (2 vols),book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:924,Astrology in Vedic Tradition,David Frawley (Astrology of the Seers),book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:925,Light on Life,Hart de Fouw & Robert Svoboda,book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:926,The Greatness of Saturn,Robert Svoboda,book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:927,Charaka Samhita,P. V. Sharma (4 vols),book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:928,Sushruta Samhita,Kaviraj Kunja Lal Bhishagratna (3 vols),book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:929,Ashtanga Hridayam of Vagbhata,K. R. Srikantha Murthy (3 vols),book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:930,The Roots of Ayurveda,Dominik Wujastyk,book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:931,A History of Indian Medical Literature,G. Jan Meulenbeld (5 vols),book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:932,The Science of Self-Healing,Vasant Lad,book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:933,Ayurveda: The Science of Self-Healing,Vasant Lad,book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:934,Prakriti: Your Ayurvedic Constitution,Robert Svoboda,book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:935,Ayurveda: A Life of Balance,Maya Tiwari,book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:936,Indian Alchemy or Rasayana,S. Mahdihassan,book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:937,Alchemical Body,David Gordon White (already listed),book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:938,Indian Astronomy: An Introduction,S. Balachandra Rao,book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:939,Indian Mathematics,S. Balachandra Rao,book,bharata1000,indian-knowledge-systems-and-education,,svayambodha
b1000:940,The Arthashastra of Kautilya,"Patrick Olivelle (King, Governance, and Law in Ancient India)",book,bharata1000,dharmashastra-and-polity,,civilizational-consciousness
b1000:941,Kautilya's Arthashastra,R. P. Kangle (3 vols),book,bharata1000,dharmashastra-and-polity,,civilizational-consciousness
b1000:942,The Arthashastra,L. N. Rangarajan,book,bharata1000,dharmashastra-and-polity,,civilizational-consciousness
b1000:943,Kautilya: The True Founder of Economics,Balbir Sihag,book,bharata1000,dharmashastra-and-polity,,civilizational-consciousness
b1000:944,The Indian Polity,A. S. Altekar,book,bharata1000,dharmashastra-and-polity,,civilizational-consciousness
b1000:945,Studies in the Political and Administrative Systems in Ancient and Medieval India,Pratima Asthana,book,bharata1000,dharmashastra-and-polity,,civilizational-consciousness
b1000:946,Hindu Polity,K. P. Jayaswal (already listed),book,bharata1000,dharmashastra-and-polity,,civilizational-consciousness
b1000:947,The Niti-vakyamrta of Somadeva,N. C. Mehta (selections),book,bharata1000,dharmashastra-and-polity,,civilizational-consciousness
b1000:948,Sukraniti,B. K. Sarkar (Sacred Books of the Hindus),book,bharata1000,dharmashastra-and-polity,,civilizational-consciousness
b1000:949,Indian Economic Tradition,V. M. Dandekar (in collected essays),book,bharata1000,dharmashastra-and-polity,,civilizational-consciousness
b1000:950,Hindu Economics,M. G. Bokare,book,bharata1000,dharmashastra-and-polity,,civilizational-consciousness
b1000:951,Markets and Manufacture in Early Modern India,Tirthankar Roy (counterpoint),book,bharata1000,dharmashastra-and-polity,,civilizational-consciousness
b1000:952,The Economic History of India,Romesh Chunder Dutt (2 vols),book,bharata1000,dharmashastra-and-polity,,civilizational-consciousness
b1000:953,Ancient Indian Economic Thought,Ratan Lal Basu,book,bharata1000,dharmashastra-and-polity,,civilizational-consciousness
b1000:954,Economic Conditions in Ancient India,Sharma Sharma (multiple),book,bharata1000,dharmashastra-and-polity,,civilizational-consciousness
b1000:955,Money and Credit in Indian History,Amiya Kumar Bagchi (ed.),book,bharata1000,dharmashastra-and-polity,,civilizational-consciousness
b1000:956,A Sanskrit-English Dictionary,Monier Monier-Williams,book,bharata1000,language-and-sanskrit,,
b1000:957,The Practical Sanskrit-English Dictionary,V. S. Apte,book,bharata1000,language-and-sanskrit,,
b1000:959,A Higher Sanskrit Grammar,M. R. Kale,book,bharata1000,language-and-sanskrit,,
b1000:960,Devavanipravesika,Robert Goldman & Sally Sutherland Goldman,book,bharata1000,language-and-sanskrit,,
b1000:961,The Sanskrit Language,T. Burrow,book,bharata1000,language-and-sanskrit,,
b1000:962,Aspects of Panini's Grammar,Hartmut Scharfe,book,bharata1000,language-and-sanskrit,,
b1000:963,The Wonder of Sanskrit,Sampadananda Mishra,book,bharata1000,language-and-sanskrit,,
b1000:964,Sanskrit Manual,Roderick Bucknell,book,bharata1000,language-and-sanskrit,,
b1000:965,Teach Yourself Sanskrit,Michael Coulson,book,bharata1000,language-and-sanskrit,,
b1000:966,A New History of Modern Hinduism,Brian K. Pennington (Was Hinduism Invented?),book,bharata1000,civilizational-consciousness,,
b1000:967,The Religion of the Hindus,Kenneth Morgan (ed.),book,bharata1000,civilizational-consciousness,,
b1000:968,Mantras of the Mind,Bansi Pandit,book,bharata1000,civilizational-consciousness,,
b1000:969,Modern Hinduism in Text and Context,Lavanya Vemsani (ed.),book,bharata1000,civilizational-consciousness,,
b1000:970,The Promise of the New South,Edward L. Ayers (diaspora context - replace if not relevant),book,bharata1000,civilizational-consciousness,,
b1000:971,Hinduism in America,Prema Kurien,book,bharata1000,civilizational-consciousness,,
b1000:972,A Place at the Multicultural Table,Prema Kurien,book,bharata1000,civilizational-consciousness,,
b1000:973,The Goddess and the Nation,Sumathi Ramaswamy,book,bharata1000,civilizational-consciousness,,
b1000:974,The Lost Land of Lemuria,Sumathi Ramaswamy,book,bharata1000,civilizational-consciousness,,
b1000:975,Passions of the Tongue,Sumathi Ramaswamy,book,bharata1000,civilizational-consciousness,,
b1000:976,Globalizing Hinduism,"Vasudha Narayanan (ed., essays)",book,bharata1000,civilizational-consciousness,,
b1000:977,The Hindu Diaspora,Steven Vertovec,book,bharata1000,civilizational-consciousness,,
b1000:978,Hinduism in the Modern World,Brian Hatcher (ed.),book,bharata1000,civilizational-consciousness,,
b1000:979,Contemporary Hinduism,Robin Rinehart (ed.),book,bharata1000,civilizational-consciousness,,
b1000:980,The Oxford History of Hinduism,"Gavin Flood (general ed., series)",book,bharata1000,civilizational-consciousness,,
b1000:981,Sources of Indian Tradition,Wm. Theodore de Bary et al. (2 vols),book,bharata1000,history-and-civilizational-recovery,,
b1000:982,The Hindu Tradition,Ainslie T. Embree,book,bharata1000,history-and-civilizational-recovery,,
b1000:983,Hindu Scriptures,R. C. Zaehner,book,bharata1000,history-and-civilizational-recovery,,
b1000:984,Hindu Mysticism,S. N. Dasgupta,book,bharata1000,history-and-civilizational-recovery,,
b1000:985,The Hindu Religious Tradition,Thomas J. Hopkins,book,bharata1000,history-and-civilizational-recovery,,
b1000:986,Religions of India in Practice,Donald S. Lopez Jr. (ed.),book,bharata1000,history-and-civilizational-recovery,,
b1000:987,Tantra in Practice,David Gordon White (ed.) (already listed),book,bharata1000,history-and-civilizational-recovery,,
b1000:988,Yoga in Practice,David Gordon White (ed.) (already listed),book,bharata1000,history-and-civilizational-recovery,,
b1000:989,Asceticism,Vincent L. Wimbush & Richard Valantasis (eds.),book,bharata1000,history-and-civilizational-recovery,,
b1000:990,The Religions of India,Friedrich Max Müller / R. C. Zaehner (separate vols),book,bharata1000,history-and-civilizational-recovery,,
b1000:991,Indian Civilization: A Sourcebook,Sushil Mittal & Gene Thursby (eds.),book,bharata1000,history-and-civilizational-recovery,,
b1000:992,The Hindu World,Sushil Mittal & Gene Thursby (eds.),book,bharata1000,history-and-civilizational-recovery,,
b1000:993,Studying Hinduism,Sushil Mittal & Gene Thursby (eds.),book,bharata1000,history-and-civilizational-recovery,,
b1000:994,The Encyclopedia of Hinduism,Constance Jones & James D. Ryan,book,bharata1000,history-and-civilizational-recovery,,
b1000:995,Brill's Encyclopedia of Hinduism,"Knut Jacobsen et al. (eds., 6 vols)",book,bharata1000,history-and-civilizational-recovery,,
b1000:996,The Hindus and Their Religious Systems,Mircea Eliade (in History of Religious Ideas),book,bharata1000,history-and-civilizational-recovery,,
b1000:997,A History of Religious Ideas,"Mircea Eliade (3 vols, India sections)",book,bharata1000,history-and-civilizational-recovery,,
b1000:998,Comparative Mythology,Max Müller,book,bharata1000,history-and-civilizational-recovery,,
b1000:999,The Hindu Religious Year,Muriel Marion Underhill,book,bharata1000,history-and-civilizational-recovery,,
b1000:1000,Civilization of the Goddess in India,Pupul Jayakar (The Earth Mother / The Earthen Drum),book,bharata1000,history-and-civilizational-recovery,,
external-article:russian-revolution-communism-democracy,100 Years of Russian Revolution - I - Is Communism Compatible with Democracy?,,external-article,library,indology-and-civilizational-critique,history-and-civilizational-recovery,shatrubodha
external-article:communism-killed-freedom-expression,100 Years of Russian Revolution - II - How Communism Killed Freedom of Expression,,external-article,library,indology-and-civilizational-critique,history-and-civilizational-recovery,shatrubodha
external-article:communism-treason,100 Years of Russian Revolution - III - Communism and Treason,,external-article,library,indology-and-civilizational-critique,history-and-civilizational-recovery,shatrubodha
external-article:indira-gandhi-soviet-agent,100 Years of Russian Revolution - IV - Was Indira Gandhi a Soviet Agent?,,external-article,library,indology-and-civilizational-critique,history-and-civilizational-recovery,shatrubodha
external-article:how-marxism-still-influences-indian-politics,100 Years of Russian Revolution - V - How Marxism Still Influences Indian Politics,,external-article,library,indology-and-civilizational-critique,history-and-civilizational-recovery,shatrubodha
external-article:ancient-temples-modern-dacoits-architectural-workshop-gurjara-pratiharas,Ancient Temples and Modern Dacoits Part III - The Architectural Workshop of the Gurjara-Pratiharas,,external-article,library,sacred-geography-and-temple,history-and-civilizational-recovery,
external-article:azaan-freedom-expression-compatible,Azaan and Freedom of Expression - Are They Compatible?,,external-article,library,indology-and-civilizational-critique,civilizational-consciousness,shatrubodha
external-article:case-aol-case-malicious-prosecution,Case Against AOL - A Case of Malicious Prosecution,,external-article,library,indology-and-civilizational-critique,civilizational-consciousness,shatrubodha
external-article:closing-the-pamir-gap-the-great-game-series,Closing the Pamir Gap - The Great Game Series,,external-article,library,history-and-civilizational-recovery,indology-and-civilizational-critique,shatrubodha
external-article:continuous-comprehensive-cumulative-knowledge-tradition-india,"Continuous, Comprehensive and Cumulative - The Knowledge Tradition of India",,external-article,library,indian-knowledge-systems-and-education,history-and-civilizational-recovery,svayambodha
external-article:dharmic-circuits-i,Dharmic Circuits - Sacred Pathways - Part 1,,external-article,library,sacred-geography-and-temple,festivals-and-living-tradition,
external-article:dharmic-circuits-iii,"Dharmic Circuits - The Temple, The Grove and The Lake - Part 3",,external-article,library,sacred-geography-and-temple,festivals-and-living-tradition,
external-article:did-brahmins-monopolize-knowledge-in-ancient-india,Did Brahmins Monopolize Knowledge in Ancient India?,,external-article,library,history-and-civilizational-recovery,indian-knowledge-systems-and-education,svayambodha
external-article:does-india-have-a-national-language,Does India Have a National Language?,,external-article,library,language-and-sanskrit,civilizational-consciousness,civilizational-consciousness
external-article:depression-is-the-absence-of-dukkha-part-i,"Dukh, Depression and Journeys of Life - Depression is the Absence of Dukkha - Part I",,external-article,library,darshanas-and-philosophy,civilizational-consciousness,
